id,IPAddress,deviceId,deviceOS,lastLoggedVersion,screenName,timeStamp,userId,userType
vUuTuj0eJJSQPq9gfmt8,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,ViewCardPage,2020-12-01 02:36:09,0rC7jj2reNTi61XoThLVqC2Ricp1,student
L5SwRQDCFKosDZ3p0Jgj,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Chat,2020-12-01 02:36:12,0rC7jj2reNTi61XoThLVqC2Ricp1,student
LoJ8b8A39pd8ahTBDgRe,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Messages,2020-12-01 02:36:14,0rC7jj2reNTi61XoThLVqC2Ricp1,student
CjTdozccGZ5jNSbnbg4y,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Menu,2020-12-01 02:36:15,0rC7jj2reNTi61XoThLVqC2Ricp1,student
sHkL6G03gsp9C11ItEZr,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,SearchScreen,2020-12-01 02:36:18,0rC7jj2reNTi61XoThLVqC2Ricp1,student
SjJK0gBZW8q2mU6OAbcX,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,ViewCardPage,2020-12-01 02:36:26,0rC7jj2reNTi61XoThLVqC2Ricp1,student
dt5k0az61Q1XMufYzQLD,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,SearchScreen,2020-12-01 02:36:29,0rC7jj2reNTi61XoThLVqC2Ricp1,student
2uGjcVL7c2rZw1oTjGXp,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Menu,2020-12-01 02:36:31,0rC7jj2reNTi61XoThLVqC2Ricp1,student
gQHHcbSUMDdtTHibRiRH,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentSettings,2020-12-01 02:36:37,0rC7jj2reNTi61XoThLVqC2Ricp1,student
mEALNhjQMwB1mdv3Rre3,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Menu,2020-12-01 02:36:39,0rC7jj2reNTi61XoThLVqC2Ricp1,student
qMrEjsO4rVoqr2I6EuEC,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Messages,2020-12-01 02:36:43,0rC7jj2reNTi61XoThLVqC2Ricp1,student
seLQgsyNhhqiCTTJ2QXQ,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentProfile,2020-12-01 02:36:44,0rC7jj2reNTi61XoThLVqC2Ricp1,student
luzYTdJeMC0J6chndZps,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,EditStudentProfile,2020-12-01 02:36:49,0rC7jj2reNTi61XoThLVqC2Ricp1,student
2rG7N9V3EWukIDv2FClv,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,ViewResume,2020-12-01 02:36:54,0rC7jj2reNTi61XoThLVqC2Ricp1,student
DT3c8Z30tjU7oeMOTBYM,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,EditStudentProfile,2020-12-01 02:36:56,0rC7jj2reNTi61XoThLVqC2Ricp1,student
1l1Uk40i6jhbRwCpzZmW,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentProfile,2020-12-01 02:37:18,0rC7jj2reNTi61XoThLVqC2Ricp1,student
EvOmU8HCaCfUgCPBvKnw,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,EditStudentProfile,2020-12-01 02:37:22,0rC7jj2reNTi61XoThLVqC2Ricp1,student
GcAJ1jm38z5YlUh4U3i2,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentProfile,2020-12-01 02:38:53,0rC7jj2reNTi61XoThLVqC2Ricp1,student
tleLd9ZDeFqB74NcDMKd,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,Messages,2020-12-01 02:38:57,0rC7jj2reNTi61XoThLVqC2Ricp1,student
PwNGhPLMvJ0tZWSEtE1h,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentProfile,2020-12-01 02:38:58,0rC7jj2reNTi61XoThLVqC2Ricp1,student
1BvS3CAalMwgHsiMxcbP,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,EditStudentProfile,2020-12-01 02:39:04,0rC7jj2reNTi61XoThLVqC2Ricp1,student
T6oJMlzms3DISadJEk7Q,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentProfile,2020-12-01 02:41:56,0rC7jj2reNTi61XoThLVqC2Ricp1,student
oIQaPaWGR4v3B1HxdJ2H,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,EditStudentProfile,2020-12-01 02:42:11,0rC7jj2reNTi61XoThLVqC2Ricp1,student
lQgvCa8KgIgqN52UySvs,192.168.0.10,EEA34BFA-7EE7-4925-9808-16D8C01B883E,iOS13.6.1,1.6.0.1,StudentProfile,2020-12-01 02:42:49,0rC7jj2reNTi61XoThLVqC2Ricp1,student
x5mBNysk8Q2HWXKmV7xW,0.0.0.0,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-08 18:39:56,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
s7oOtA0ST3ZIgqkC5XzK,0.0.0.0,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Messages,2020-11-08 18:39:57,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
cGVo20TdBqPox91wH3pY,0.0.0.0,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Chat,2020-11-08 18:39:58,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
YiHxQUge2vqps6kWvEkC,172.16.1.178,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-08 18:39:55,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
J8hZST8FAB6JeleTYeEm,172.16.1.178,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Messages,2020-11-08 18:39:56,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
vqDE0EhIkCDiTjpw5GJA,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-08 17:54:53,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
pfPiHxZltWX7OSakkdcv,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Messages,2020-11-08 17:54:56,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
GBIdTHGFkVGAJF8t33AG,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Chat,2020-11-08 17:54:57,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
5d5Vo1I96o4Pjg1O1dd2,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-08 21:04:41,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
Zd7jbcQnlP83eDOSYbNJ,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Messages,2020-11-08 21:04:52,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
Lnnm2zi2GrUJBroNzfGp,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Chat,2020-11-08 21:04:53,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
FID2lSb15F0VH1xucW0K,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-10 20:36:32,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
HJPnBnxQx0IR42eeUF5f,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-10 20:37:01,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
vl6l0PtGElvXEGxPWBhS,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Messages,2020-11-10 20:37:04,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
8ZOSNr90e0fWPGRYjJ3I,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Chat,2020-11-10 20:37:07,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
XBgHZpP81cT7UjdyGbFL,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Messages,2020-11-10 20:37:09,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
AJIWNYafSPPSoAnPlq4H,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,DiscoverStudents,2020-11-10 20:37:16,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
QxSq679IG69iQhwaRUym,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,Menu,2020-11-10 20:37:17,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
WCzBY1LKYUIZFhFOUTLU,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.1,1.6.0.1,CompanySettings,2020-11-10 20:37:21,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
7sLGx1vfaRxgr1K78vN7,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverStudents,2020-12-08 07:06:53,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
wcnKFXvwHMRDDOidGQkr,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Messages,2020-12-08 07:07:01,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
F5Ha4ee36kzpyJhbTlFw,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverStudents,2020-12-08 07:07:09,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
oHnGoFtyAxsBffHoW5Qv,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Menu,2020-12-08 07:07:11,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
VhhQAssuD2X2rC4ymQm5,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverCompanies,2020-12-08 07:07:19,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
m4oLfrUGtJNcweZWUHop,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverStudents,2020-12-08 07:08:37,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
xdxN8fxWFP6d77R6Jki9,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverStudents,2020-12-11 21:42:05,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
lfg9A3OjtmyoiszOq7uH,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Messages,2020-12-11 21:42:08,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
FxKAyR3DSyiEKztyOieT,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Chat,2020-12-11 21:42:09,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
nQBo1naeOYywoU5a54Xp,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,ViewCardPage,2020-12-11 21:42:12,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
jPeTUk2pyovIeaBSjphV,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Chat,2020-12-11 21:42:20,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
nep5NQmc3JaYnZzSOqAA,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverStudents,2020-12-11 21:44:20,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
P6B1GWbFa71gI4riZqFL,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,DiscoverStudents,2020-12-11 22:02:21,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
4nxNBt6TbbVR8sJIIcTj,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Messages,2020-12-11 22:02:22,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
nctuBN5pluiKrGXKr3ei,172.28.79.133,70868BDF-F858-4DE1-9640-E71AE57DD07F,iOS14.2,1.6.0.1,Chat,2020-12-11 22:02:24,0xSUpl8ge5SeLRvKHts8s7lEnlq2,company
ASMk1iuxhyRjkxbpu2El,192.168.91.90,397B6BCE-278D-4A32-A572-DB580F2FA195,iOS14.0,1.7.0.1,DiscoverCompanies,2020-12-24 03:32:03,0XwQr3pITJeAkODzKBTib1UmG5w1,student
c61L8LtYP3hJ6VdYsTkD,192.168.91.90,397B6BCE-278D-4A32-A572-DB580F2FA195,iOS14.0,1.7.0.1,Messages,2020-12-24 03:32:06,0XwQr3pITJeAkODzKBTib1UmG5w1,student
Jsuhk0VkDFHBScuRW3g0,192.168.91.90,397B6BCE-278D-4A32-A572-DB580F2FA195,iOS14.0,1.7.0.1,Chat,2020-12-24 03:32:11,0XwQr3pITJeAkODzKBTib1UmG5w1,student
vQ4UioQ7wOLlDsJ1nBES,192.168.91.90,397B6BCE-278D-4A32-A572-DB580F2FA195,iOS14.0,1.7.0.1,Messages,2020-12-24 03:32:38,0XwQr3pITJeAkODzKBTib1UmG5w1,student
6ylDU2V7x5yhMQUZoB3s,192.168.91.90,397B6BCE-278D-4A32-A572-DB580F2FA195,iOS14.0,1.7.0.1,Chat,2020-12-24 03:32:39,0XwQr3pITJeAkODzKBTib1UmG5w1,student
T8Q11OswWY9HXJh0kWeE,192.168.91.90,397B6BCE-278D-4A32-A572-DB580F2FA195,iOS14.0,1.7.0.1,CompanyRep,2020-12-24 03:32:41,0XwQr3pITJeAkODzKBTib1UmG5w1,student
ME2Za5W97bGa9LpDpbuc,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,CreateStudentProfile,2020-11-15 03:24:15,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
Tpr8MlOuJgqJleFTgowt,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,StudentProfile,2020-11-15 03:26:18,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
ABRi1NKhZN5JE9oyUXlw,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,Newsfeed,2020-11-15 03:26:22,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
W3wtbSjm7oBc7P1CvrR5,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,DiscoverCompanies,2020-11-15 03:26:30,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
JPdjvxPG535RHE7zhotl,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,CompanyOpportunities,2020-11-15 03:27:13,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
x2ySYf8HmsnwC8OnnDfg,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,DiscoverCompanies,2020-11-15 03:27:34,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
JO9yOKgExIojn0LyVxv1,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,CompanyOpportunities,2020-11-15 03:27:49,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
3nsVTt9c0wHmRBYouz0t,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,DiscoverCompanies,2020-11-15 03:28:01,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
4LkspmSUcBWK3FRbLtIK,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,Messages,2020-11-15 03:28:22,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
Km8FWoTPLEO5jRcZhYNo,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.1,1.6.0.1,StudentProfile,2020-11-15 03:28:23,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
2Nua4JjbD82QGHpBIsjH,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.6.0.1,DiscoverCompanies,2020-12-12 20:12:08,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
nqajjhA0pjB9bGagvZYM,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.6.0.1,DiscoverCompanies,2020-12-12 20:12:08,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
CbpItKOuxSSluW6wHfqL,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.6.0.1,Menu,2020-12-12 20:12:13,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
Xfj53MPh81i9Ih8yEwyt,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,DiscoverCompanies,2020-12-23 20:23:55,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
2ZNE1AsEWfU6065HKVBf,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Messages,2020-12-23 20:23:58,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
l8veG2yhxEOy3p12cGzx,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Chat,2020-12-23 20:23:59,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
eAcv46g7QonjlsWwzrX1,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Messages,2020-12-23 20:24:02,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
04Mux9VNAchz4ZQ03NDA,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Chat,2020-12-23 20:24:03,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
Gr0PJliiPAaX6Ifhqleb,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Messages,2020-12-23 20:24:04,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
GkoH5KA8qfcet1MHBoZ6,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Chat,2020-12-23 20:24:05,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
HyaCQttFN7pdDfIbVZq3,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Messages,2020-12-23 20:24:06,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
2BC9s3UTRmfgc8K278bL,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Menu,2020-12-23 20:24:07,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
pleYphmw36xtWn9DIojd,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,SearchScreen,2020-12-23 20:24:08,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
MYpJeTmF7b3eCb3spc9N,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Menu,2020-12-23 20:24:09,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
BRDpevoBN5UBw0V6kMeN,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Messages,2020-12-23 20:24:10,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
cyqufMCUCviC4nxyaboV,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Menu,2020-12-23 20:24:13,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
HIETcBtv8QD2sr3BRstt,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,SearchScreen,2020-12-23 20:24:15,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
D5LFxN0YbgVReQ0FzmN8,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,ViewCardPage,2020-12-23 20:24:18,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
JwVcM8atrDEewdSV8Q4M,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,SearchScreen,2020-12-23 20:24:26,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
oebHfCvn3FCTMv93XbCU,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Menu,2020-12-23 20:24:26,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
ArPqtoiw0eJC6VNsEWFp,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,SearchScreen,2020-12-23 20:24:27,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
Aq0CrtM456ULEFhtfYVl,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Menu,2020-12-23 20:24:30,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
JN856ZFh0GmDtxrIU4F8,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Messages,2020-12-23 20:24:32,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
65llvRT8ZdWCb0ucTONg,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,DiscoverCompanies,2020-12-23 20:26:22,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
h93vAYvK5LRposPxgpdV,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,Newsfeed,2020-12-23 20:26:24,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
3KFk0DW03LzU0b4anE3p,192.168.1.163,88C10E32-349F-40A0-9811-2FC51BDCDFA6,iOS14.2,1.7.0.1,DiscoverCompanies,2020-12-23 20:26:25,17rJ4DyyqEYOAVnXVPCHhwqChKs1,student
